Tweet,Affect Dimension
@SeanLTheWriter Agree 100%... B. Marshall another concern... would much rather he rested this game...,2
"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about .",2
If I could turn anxiety off--I would. #nooneunderstands #anxiety,2
Who's not going to hoco and wants to go to fright fest this Saturday??,2
why won't you let me go? do i threaten all your plans? im insignificant,2
"@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. 😐 #lies #terrible #whereismyfurniture",2
If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime  #shortsightedness #celebrities,2
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ",2
It's really alarming when an adult male calls their father 'daddy',2
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings ,2
"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap",2
@RosieBalls I fear for the future of mankind,2
So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit,2
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,2
Bout ta get my @dontbreathe on up in here! @WarrenTheaters  #icantholdmybreaththatlong,2
@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated,2
There goes the butterflies in my stomach. #nervous #anxietyproblems,2
@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me ,2
@Phin_MacCool That’s shocking,2
@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),2
"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate ",2
"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",2
Jimmy Carr makes me want to cry and cry *shiver* #awful,2
"I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay #nervous",2
@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,2
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,2
"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",2
"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",2
My favorite insult I get is from straight white men and it's usually 'tall/fat lesbian' 😂 You intimidated bro?,2
@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,2
@LeafyIsHere will showing off biceps scare you?,2
Bayern Munich pitch is horrific,2
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,2
"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear",2
Caballero's passing remains absolutely dreadful I see!,2
my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare,2
i am SO anxious all the time leaving the house is horrid,2
I'm a walking ball of stress and anxiety lol,2
@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho ,2
Yeah! Tonight it's time for the #weekend #mix @WildFM with @djkeanu and @RickWaltmann set your #alarm for 8pm #house #deephouse #ibiza,2
"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",2
Why is it so windy? So glad I didn't ride my bike.  #wind,2
@ManUtd Rooney needs to come off! Absolutely dreadful! 🙈🙈🙈 class goal from @carras16 @carras16 showing why he should be in the team!!,2
@madihayousufzai Please DM your concern,2
@mr_HAAAAN wow inadvertently horrible puns is definitely my thing,2
"@bt_uk appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful",2
Looks like I'm going in for my op just over a week or so early! #nervous 🙈🙈🙈,2
Another fun fact: i am afraid,2
How am I supposed to intimidate the freshman if half of them are taller than I am??,2
Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?,2
@Burnt_Out_Darth @theaterofscifi thanks. #nightmare,2
"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",2
@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs,2
@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! #shocking,2
"So looks like @united would rather lose all my business, than let me apply my credits towards my change fee, due to terrorism",2
Happy 69th @StephenKing! May u keep haunting us for many years. #horror #writing,2
One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,2
Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,2
"@PrinceJumbo You're welcome and thank to you likewise! What are you hoping to learn, like your no 1 concern?",2
"Any #entrenepuers, #start ups, #SME's out there looking for proactive #accountancy, #tax and #business advice? We can help. Get in touch.",2
@riinkanei he's a horrible person and now i gag when i see people quote him,2
"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",2
“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,2
Job interview in the afternoon  #ek,2
"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",2
"Good job #Texas for saying no to #Obama for #refugees who could be #terrorists! #Wakeup, #America! #Stop #terrorism. #pray @foxandfriends",2
"Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment.",2
@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?,2
Changing my hair again ,2
@MaxiNutrition order 321073 parcel 15502922895987. #awful #customercare by @DPD_UK tried to view calling card online. black image #noshow,2
Look at me. Made it through the day without a meltdown. ,2
Today has dragged on ,2
@STLouis_RamsFan their whole team is limited when they're on the field. ,2
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. ,2
"#GoodAfternoon! ^^ Doesn't matter whn you #start something, as long as you start it #today. 'Age' only exists in the mind. You are #Timeless",2
Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,2
@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing #terrorism,2
Do you think humans have the sense for recognizing impending doom? ,2
Bring on my interview at hospital tho 🙈🙈 #nervous,2
@kohara19 It's a rare land octopus. Be very afraid.,2
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,2
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,2
@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... ,2
I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,2
"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",2
"@Beetrootrabbit it was, work was an awful reality on the Tuesday @verilyberrily @emmmmerla, thanks so much for coming! xx",2
@peacexxanna your nightmare,2
"@stephtikkanen oh so true, so true. ",2
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys ",2
not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years ,2
@mcauley_ross rojo is awful,2
"@Relaqss I know she did horrible shit, but it wouldn't make anything better in the end, but your choice",2
@JessicaLRohlik you seriously need to pop out of some curtains while matt is filming  to scare the bejesus out of him.,2
"@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. #shudder",2
"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",2
@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,2
I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,2
@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,2
@F1abraham holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible,2
I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,2
It really is amazing the money they give to some of these QB's #nfl #texans #brock ,2
ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,2
@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,2
@HotRodArchie @qadkins79 I have noticed since #HillarysHeath has become an issue the left is going full panic mode. #NTAC,2
@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,2
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,2
@ManUtd carrick and Herrera proved their worth last night. What more does Rooney need to do to get dropped #awful. Rashford needs to start,2
"Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont  #be #happy",2
I have another test tonight #nervous,2
both afraid of all the same things,2
Omg he kissed her🙈 #shy #w,2
"@GambinoDeeJay @Linda76Graham @mikeeshy \n\nAnd also, trying to find it on Youtube is a fucking nightmare.",2
@GambieRanger @David__Osland which is why a leader who is encouraging his supporters to deselect is such a concern for many of us.,2
"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",2
Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,2
Heard of panic! At the disco? How about Kach-ing! at the ATM,2
"If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... #OffTop",2
The 'banter' from Craigen and Sutton on BT is fucking horrid,2
@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.,2
Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,2
It's 5:55am. I'm hungry but there is no food. #panic,2
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,2
"@ceIestialfoxx I don't even remember that part 😅 the movie wasn't terrible, it just wasn't very scary and I expected a better ending 🙄",2
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums ",2
"David's #anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. #survivor",2
"Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS",2
Ramos with his ground shaking headers..😏,2
We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,2
My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism #awe,2
"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",2
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,2
Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,2
This maybe a new start but it will always be align with the end. #start #forward,2
@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,2
@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!,2
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,2
@chelseahandler I don't think your a girls girl #fraud #bully #celebeffer,2
@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,2
I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.,2
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash,2
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of 💩 #needstobeadmitted #bully,2
Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! ,2
"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",2
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,2
@thehill left wing panic because Hillary is weak and they know it this is a revolution a movement nothings going to help the left TrumpPence,2
My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,2
"Im not a #nervouswreck, Im a #nervous #pileup. #GoingCrazy #HelpMe #Insane #Antisocial",2
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest #CharlotteRiot,2
@siomo @NEWSTALK1010 20 says he gets reelected..... #be ,2
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! ,2
US lady in foyer - 'Am I not #afraid to be tweeting in #Moscow?' Fortified by d good #Lord &amp; #JD I reply 'I fear no Russian. 'cept my #wife😅,2
@dish_answers I've contacted @dish @dish_answers  #service #whathappenedtocustomerservice,2
"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",2
im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,2
The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?,2
@Takadad2 Hahaha!\rHe is a bully though!\rLike really a bully.\rOnly Sugita tamed the bully in him.,2
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans ",2
I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,2
Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,2
"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand.",2
Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,2
@GSchwartz_ it wasn't a joke . ,2
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on. ",2
Pretty excited for American horror story tonight,2
@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.,2
"I start work tmrw yall, i'm nervous lol",2
"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan #timid",2
"@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. ",2
can't believe Mint fest is two days away and i hate my outfit 😩😩🙈 ,2
I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,2
What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,2
@tomsteinfort expected i thought #fear,2
"ok, ok.. I know.. my last tweet was #terrible",2
@WelshGasDoc @PlaidCymru supporter @reesmarshall239 #prejudice against #disabled people #disabledlivesmatter  #bbcnews #skynews,2
@AfroNewtzz also your car hahahah 'oh we've broken down lemme just rearrange the car quickly' #nightmare,2
if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents,2
Val downing a bottle of vodka there to stop her from shaking! #GBBO,2
#Afghanistan Vice President Sarwar Danish slams #Pakistan for breeding #terrorism during UNGA address\n@UN #USA,2
"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨",2
@dish_answers I've contacted @dish @dish_answers #awful #service #whathappenedtocustomerservice,2
@stevie7t Why does talksport sound like it's being broadcasted from someone's basement #terrible #quality #amateurs,2
@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service,2
Last @LGCanada product I buy - I promise! Absolutely  #CustomerService,2
"@KissFMUK rescue my morning, turned up to the gym an hour early before it opened! #nightmare ☝️",2
@ATTCares this really sucks how much your customer service sucks. I've been hung up on three times and this is absolutely horrible.,2
Shoutout to @VZWSupport for ruining my iPhone 7 order!! ,2
Seeing huge or really full  backpacks on people fills me with anxiety,2
@excalibater I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(,2
"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",2
when people hit on me i try to shake them off by talking about how i hide from communism,2
Breaking out in hives for the first time since college finals. #anxiety sucks,2
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,2
This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened,2
@MLB @JoeyBats19 Sam Dyson is probably having flashbacks right about now. ,2
@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe #bully,2
"@noveliciouss OMG, that's such a beautiful quote. #breathless #amwriting",2
@susanbrodigan @lyricconcert Ha yes- the look of despair!,2
Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,2
@ETimsNet I wanted him dropped a while ago. Its a concern for us no doubt,2
@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄,2
We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars,2
"@AlaskaGurus @adventuretweets agreed! 😍 an awe to meet such beautiful, powerful animals.",2
"Wtf are United doing, shocking defending",2
I just want to say: social media isn’t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,2
Thought I left that part of life behind me\nIt's back to haunt every girl that loves me,2
I want to slide into the dms but im too fucking shy ,2
"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.",2
"@JonRiley7 #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform.",2
@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice ,2
@JustinTrudeau opened doors to terrorism and he will pay for it. @CP24 @globalnewsto,2
This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,2
What's up Cowboys? ,2
@Naya_Eclissu + me!'\n\nAnd that's when she suddenly became quiet as her lips started to tremble \n\n'...........Naya'\n\n'I don't want to +,2
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. ",2
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2,2
@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,2
On the way to Laser Vista ... lens implantation ... #LaserVista #nervous #happy,2
".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage",2
My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),2
@caIrissian take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-,2
"@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!",2
"#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?",2
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,2
@TheRachelFisher i've seen a bunch of that on another twitter feed and I remember you had an opinion on it ,2
"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",2
sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fi…,2
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,2
I hate having ideas but being too afraid to share them 😔,2
What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,2
"Arguing with these people doesn't work anyway, they just threaten to put you in death camps.",2
Round 2  #pcola,2
"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",2
day 2 of the thread and i thing he doesn't like me like that. idk he's so shy and secretive... ugh.,2
Completely blown away by @EvaNoblezada @alistairbrammer @JonJonBriones and the cast of @MissSaigonUK tonight. #fathomevents #speechless ,2
Changing my hair again #shocking,2
I've said it before and I'll say it again: It's God! All God! Only God! #awe #archippusawakening #entirelybyhisgrace,2
Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,2
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain",2
"Fuck being shy, I'm trying to be up in them thighs.",2
My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years,2
@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,2
"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",2
That goes the #alarm,2
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,2
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do ,2
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",2
"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",2
@peterdaou What? Hillary has 27 different controversies and she gets asked NOTHING about any of them. Truth is she's a horrible candidate,2
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,2
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,2
#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,2
A shy failure is nobler than an immodest success.,2
RIP 'dancing on my own' after that awful song and dance,2
"Walk right through them! See way past them, and don't even hesitate running them over.",2
My mind always seems to work its best at night ,2
"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror",2
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,2
I'm a shy person,2
"@ctp It's daunting trying to follow Swift news/trends, and facing mind-shattering patterns/terms left and right. I'm trying to adopt gently.",2
@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,2
@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??,2
.\nWe express our deep concern about the suspension of   \n@MohammedSomaa01  please reactivate it. he never violated T.roles @Support,2
Left my phone in Mcds #panic,2
#smackdev #ptp #start word,2
@rockandpop pomte A Muse com panic Station Exitaso,2
"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",2
"@wholegrainne Sweden win + Finland win, or NA win + Finland win, NA win + Russia win + timebreakers shake down right",2
@YahooCare data stolen in 2014 and only now do you tell us #shocking.,2
"They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.",2
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,2
one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,2
"I feel really nervous, or anxious. Idk. My leg keeps shaking. Hmm",2
"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",2
"It is important to seek peace, even in the midst of a horrific war #CreateSyria  @intalert #TalkingPeace #buildingpeace",2
"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",2
"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",2
He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror,2
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,2
"Being stuck in the roof of your house provides amazing view but sheer terror of falling down, kinda like life",2
Pull over #tonight and make your car #shake 😋💦,2
these confident bitches should scare you the most,2
And it's hard to dance with a devil on your back\nSo shake him off.,2
"Honestly, there are some awful people on the internet... smh...",2
I know this is going to be one of those nights where it takes an Act of God to fall asleep.  #restless,2
@SusannahSpot I could pop round #nightmare,2
This weather making me dread work tonight,2
@annalisewrobel_ awe thank you so much love 💕,2
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",2
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy,2
@alivitali that's what I'm afraid of!,2
I'm afraid she's the goat you libeling people? #afraid #goat #libeling,2
"@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. #panic",2
"😩😩😩😩 heads melted, very tired but can't sleep. #nightmare",2
"Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter #shocking",2
@TheFienPrint So true &amp; well said. It seems ve old fashioned looking back on it. I liked Robbie on TV. Not loving all these movies #aghast!,2
That was a fast response madrid.....Zidane threaten unuh,2
@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe ,2
@PARISDENNARD why should I listen to someone with a tie like that? ,2
@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,2
I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt #horrid,2
"@danmericaCNN @aefadul22 HRC has the experience, temperment, knowledge &amp; ability to lead us in this perilous time",2
@rgam0rtis it's a common problem I've had with every 6 plus. having a regular 6 = not having to worry about the design flaw = working phone,2
"He called me fat, so I pushed him into the lockers then he threaten to sue me' 😂",2
I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood,2
@jshayevitz @Israel is a #bully worse than #hitler a #demon under #human guise.. its the cause of all #MiddleEast problems!,2
think they re dating guys #nervous #bodybuilding #with #Follow4Follow megaphone xxx number Nierstein,2
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",2
"Brb, going 2 start killing random white people going about their normal days. Don't worry though i'm white, so they will safely apprehend me",2
Research has determined 70% of #laughter is actually #anxiety.,2
i wanna passion and fear,2
@BBs_Coffee somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful again,2
@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.,2
Girls with hairy arms scare me,2
"@atlabps He doesn't intimidate me, it just annoys me to have him by my side. The further he is, the better I feel",2
@The_East_End And the air raid alarm was actually false.  There was no attack inbound at the time.,2
Be #afraid of the #quiet ones they are the ones who actually #think.,2
@DreKnott You've got tremendous range.,2
THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP. ,2
"Even at this level, rojo still manages to play god damn awful. #MUFC",2
"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC",2
"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",2
Caballero having a nightmare #sweeperkeepernot,2
Embarrassing lack of defensive depth coming back to haunt us.,2
If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful,2
Jk I'm not a loner just really shy 😅,2
"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous",2
"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",2
Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k #apprehension?,2
"So I went to a different grocery store, and they had no @DukesMayonnaise\nI had to buy Helmann's.\nLiterally shaking right now.",2
"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them",2
"@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left.",2
@WestHamUtd why does the ticket website never work? Trying to buy Palace tickets and it's impossible and says there's an error #awful,2
Ellie from @myspanishboots is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour,2
